image_path,label
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1288.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5788.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4496.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5950.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4482.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5944.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2795.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2965.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5978.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2971.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-302.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2742.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4333.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4455.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5993.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2024.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-464.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1539.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-470.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4441.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5987.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2030.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5039.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2756.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-3448.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4327.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-316.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5011.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-3460.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1277.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1511.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-458.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4469.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-3306.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2018.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5777.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-3312.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5763.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1505.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1263.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5005.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-3474.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4694.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1934.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2583.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-3845.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2597.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-3851.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-3689.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-869.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1920.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4680.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4858.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-841.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-699.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1908.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4870.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-3879.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4864.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-855.png,Lung_Opacity
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6196.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7288.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1821.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4781.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4959.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2496.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3950.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3788.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6828.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-788.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-950.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8805.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-944.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8811.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2482.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3944.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4795.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6182.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1835.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4965.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9299.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8187.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6814.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8839.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3978.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6800.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-978.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8193.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1809.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4971.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2333.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4742.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8178.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6155.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9266.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6633.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-993.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9500.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4024.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2455.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3993.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4030.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2441.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3987.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6627.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9514.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-987.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1148.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7539.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6141.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9272.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-10059.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5448.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2327.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3039.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4756.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8144.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7277.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1606.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6169.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5460.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-10071.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3011.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4018.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3777.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2469.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5306.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1160.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-777.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8622.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7511.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9528.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1174.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-763.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8636.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7505.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3763.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5312.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5474.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-10065.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3005.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8150.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7263.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1612.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7934.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9919.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2694.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4583.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-12.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5845.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6394.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6380.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5689.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4597.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5851.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2858.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2680.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1389.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7920.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2870.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7908.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9925.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8385.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5879.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8391.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9931.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2864.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5138.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2657.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3549.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4226.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-549.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9702.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6431.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9064.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6357.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1438.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7049.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4540.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5886.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2131.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4554.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5892.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2125.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9070.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6343.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8408.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9716.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6425.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2643.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4232.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7713.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8420.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-575.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1362.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5104.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3575.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3213.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5662.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9058.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1404.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-213.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7075.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8346.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1410.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-207.png,Normal
/Users/theodaguier/Developer/Projects/School/COVID_19/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7061.png,Normal
